MetroShort,post_net,post_bus,post_pop,post_temp,post_perm,pre_net,pre_bus,pre_pop,pre_temp,pre_perm,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState,price_level,cbd_lon,cbd_lat
"Lima, OH",-2.1042338198544055,-0.33585222502099077,-2.4509253558364423,-2.4509253558364423,-1.4242512042301982,-0.9027199304624969,0.2518891687657431,-1.0632537756691174,-1.0632537756691174,-0.5414508710296622,114394,110444,540.5156494208494,535.8039606177606,3573,213.49972827395356,206.12762897956648,30620,"Lima, OH",Lima,OH,0.19525893,0.22071144,0.23502064,0.25246018,OH,116275.86656403136,-84.107697,40.740002
"Lincoln, NE",-6.877739357703739,-5.58965221408302,-8.944530536249147,-8.944530536249147,-6.5189485492245955,-2.733575418348348,-0.7919223916056227,-3.5519422696626615,-3.5519422696626615,-2.56560002775497,317027,345884,1870.8804590733591,1855.8285934362937,15153,170.82773760532797,186.3771262191588,30700,"Lincoln, NE",Lincoln,NE,0.33379105,0.40259266,0.39048916,0.46179909,NE,204042.08003580093,-96.702301,40.813099
"Little Rock, AR",-1.4735869689085879,-1.6328999092833383,-1.9552092602605537,-1.9552092602605537,-1.4968637026009324,-0.7123650373761302,-0.4747505291805261,-0.8915473936119914,-0.8915473936119914,-0.7080006498088156,792847,824858,5606.293541698842,5451.632984169884,33070,145.4329376724773,151.3047562803974,30780,"Little Rock-North Little Rock-Conway, AR",Little Rock-North Little Rock-Conway,AR,0.30751234,0.38509184,0.36560059,0.44196075,AR,162278.9057259442,-92.271202,34.7439
"Logan, UT",-8.01937336590802,-9.356908152088875,-8.273470204163274,-8.273470204163274,-7.894360864657894,-3.2553255325532557,-4.70974808324206,-3.448273398768448,-3.448273398768448,-3.2660408898032656,127417,139986,1560.313681853282,1547.0275891891893,6391,82.36246133579323,90.48707403684242,30860,"Logan, UT-ID",Logan,UT-ID,0.33831605,0.37795717,0.3838523,0.41451836,UT,279591.321682949,-111.83711,41.736951
"Longview, TX",-0.10341735198152989,-0.1837639174143336,-0.38619321108969834,-0.38619321108969834,-0.14234196416645997,-0.49915090919498556,-0.3134796238244514,-0.7264401152473812,-0.7264401152473812,-0.4537388616459005,257091,262045,2706.3871181467184,2648.9091683397683,9251,97.05542306727509,98.92562687011252,30980,"Longview, TX",Longview,TX,0.25540122,0.30825719,0.31459692,0.36577541,TX,161885.0219701275,-94.741699,32.496601
"Longview, WA",-0.8679435394772894,-2.9505582137161084,-1.2698314492535863,-1.2698314492535863,-0.3924306838369822,-0.38535986070478434,-0.531632110579479,-0.6603264952581293,-0.6603264952581293,-0.24394339806082677,107920,113141,1231.108515057915,1189.7541366795367,3762,90.70781657560946,95.096118191077,31020,"Longview, WA",Longview,WA,0.21785598,0.24812129,0.27162057,0.28629851,WA,272558.5900347717,-122.936876,46.138869
"Los Angeles, CA",-2.621375366211604,-2.9027709488366313,-2.973892157774232,-2.973892157774232,-2.5198469878929615,-0.6364484484685139,-0.49535726194311164,-0.73875769924158885,-0.73875769924158885,-0.6653197863431242,12940245,13369661,4814.182311969112,4506.860230888031,707772,2871.232817763744,2966.513340788837,31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles-Long Beach-Anaheim,CA,0.33373454,0.44738179,0.39088523,0.50535589,CA,674239.6361434378,-118.253,34.049999
"Lubbock, TX",-2.641405710531432,1.976592977893368,-3.3375904212170577,-3.3375904212170577,-2.4795022894417516,-0.8604680785449474,0.5288253142609449,-1.090954191052741,-1.090954191052741,-0.7857176377519894,277426,298326,3468.8190833976832,3459.0220965250965,11535,80.20359288213271,86.24576301484043,31180,"Lubbock, TX",Lubbock,TX,0.28120643,0.34272766,0.33995634,0.39429203,TX,151621.5859804671,-101.847,33.584099
"Lynchburg, VA",-0.23083779915690933,-0.22779043280182232,-0.626493786911852,-0.626493786911852,-0.2752296836101611,-0.54442207093468,-0.09903931860948798,-0.765138520436248,-0.765138520436248,-0.5067777529183225,271425,281583,2151.5413702702704,2117.5431235521237,10097,128.17920777202005,132.9762765481025,31340,"Lynchburg, VA",Lynchburg,VA,0.25989035,0.3367635,0.30855089,0.37984034,VA,177019.6025155202,-79.142799,37.414101
"Macon, GA",-0.6729078056558611,-0.5661564269238835,-0.8643616524703782,-0.8643616524703782,-0.6811231062798505,-0.8338530133349266,0.20968756552736423,-1.1622409846411221,-1.1622409846411221,-0.8443088504927313,271745,267793,1892.7195204633204,1866.2898895752896,9538,145.6070686113189,143.4894983334778,31420,"Macon, GA",Macon,GA,0.28446573000000003,0.36960289,0.33681262,0.42105669,GA,118391.68268931762,-83.628098,32.837299
"Madera, CA",0.9539730589746402,-0.86292731496847,1.1028135105304944,1.1028135105304944,0.839728653400546,0.0348542254293847,-1.294390972452705,0.13631874834603788,0.13631874834603788,0.021299804429068425,150515,154931,1688.0031231660232,1679.0699297297297,3013,89.64188884272828,92.2719162893581,31460,"Madera, CA",Madera,CA,0.19255288,0.23905964,0.23706755,0.29431245,CA,272533.61899979174,-120.063593,36.962354
"Madison, WI",-4.702303346371143,-6.221495895408939,-5.356096200995466,-5.356096200995466,-3.699621985519012,-1.6319401736734642,-1.8014594101550623,-1.762088673505367,-1.762088673505367,-1.3378924667699852,561081,609765,2907.0058420849423,2861.361850965251,26312,196.0887959035049,213.10307180977549,31540,"Madison, WI",Madison,WI,0.38297972,0.46685943,0.42545289,0.512532,WI,291848.68573592743,-89.386398,43.075298
"Manchester, NH",-1.4144570425259648,-5.215193241535289,-1.6783918102550366,-1.6783918102550366,-0.9258101955182573,-0.8290926405380473,-1.7162243065256437,-1.0015772401273695,-1.0015772401273695,-0.6234562390262774,324888,336030,820.7163934362934,805.5758895752896,15033,403.2990612110862,417.1301603591433,74950,"Manchester, NH",Manchester,NH,0.3406758,0.43576771,0.39278284,0.48086736,NH,314634.80026802886,-71.463097,42.9939
"Manhattan, KS",-11.37610416937087,-5.086153207390492,-14.541833758035757,-14.541833758035757,-10.75578813611428,-5.2754189524310515,-3.363089059580652,-7.028563230562179,-7.028563230562179,-4.972775777615335,140829,146377,3054.304927413127,3010.5291517374517,4817,46.77881957021544,48.62168496708367,31740,"Manhattan, KS",Manhattan,KS,0.30176511,0.37239885,0.35826859,0.41768038,KS,183893.4664175721,-96.573393,39.179442
"Mankato, MN",-15.139840495005435,-18.57221508533676,-18.100898218885213,-18.100898218885213,-13.82425263956687,-3.5972535370560896,0.036703982382088454,-4.367780866697313,-4.367780866697313,-3.0434370188764603,133080,137049,2010.3664532818536,1955.5846571428572,5449,68.05126002288858,70.08083209255228,31860,"Mankato-North Mankato, MN",Mankato-North Mankato,MN,0.25985584,0.32786039,0.30022326,0.35807416,MN,219568.64041401332,-94.005042,44.164098
"Mansfield, OH",-3.278311890287007,-0.3694581280788177,-4.506927753428531,-4.506927753428531,-2.688039021631557,-1.3396013007210519,-0.5336617405582923,-1.9731726283048212,-1.9731726283048212,-1.1681747490456666,56717,56584,87.06787722007722,86.79526602316602,2436,653.4572978307596,651.9249561940105,31900,"Mansfield, OH",Mansfield,OH,0.20299301,0.23869713,0.24868755,0.28929344,OH,109331.28572212969,-82.516701,40.758598
"McAllen, TX",1.165491080198696,-0.3053858967240422,1.7145125681731008,1.7145125681731008,-0.9434315275452071,0.6394005444493298,0.34702942809550247,0.9205239623188677,0.9205239623188677,-0.2834504242401564,774680,855176,1474.9778768339768,1462.99586988417,21612,529.51619067888,584.5375353436282,32580,"McAllen-Edinburg-Mission, TX",McAllen-Edinburg-Mission,TX,0.25452441,0.2753647,0.29697475,0.30698913,TX,112134.6126411899,-98.2351,26.2008
"Medford, OR",-1.2884320200939579,-2.3578113750899927,-1.52732685241174,-1.52732685241174,-1.1902879203683892,-0.28047816177496626,-1.0169186465082793,-0.35662123819712543,-0.35662123819712543,-0.2241964742546165,201553,214990,1914.0187613899616,1904.035984169884,11112,105.855667474621,112.91278199961684,32780,"Medford, OR",Medford,OR,0.2583757,0.30176851,0.31357661,0.35080349,OR,326147.11008829135,-122.872,42.327499
"Memphis, TN",-1.5512131738907298,-1.7883091923311303,-1.929367737495216,-1.929367737495216,-1.503970737871969,-0.36162341919541013,-0.18984671635494305,-0.47762325306816256,-0.47762325306816256,-0.34471403864238437,1324563,1348364,4829.027702702702,4710.061937065637,42666,281.21986880393365,286.273093223914,32820,"Memphis, TN-MS-AR",Memphis,TN-MS-AR,0.2602374,0.34014583,0.31813696,0.3973625,TN,156398.9844568037,-90.055496,35.1427
"Merced, CA",-2.2765386021762977,-2.530917457578372,-3.2042391153589125,-3.2042391153589125,-2.3329634719893075,-1.0102888701156236,-0.8771929824561403,-1.358200204264333,-1.358200204264333,-1.0203759976799607,297805,317236,1752.548449034749,1728.00475984556,6954,172.34038176296244,183.58514245548312,32900,"Merced, CA",Merced,CA,0.24273875,0.27116239,0.29579562,0.33159253,CA,281386.23890980525,-120.485484,37.303361
"Miami, FL",-1.3436886977423073,0.36822953608513576,-1.677694797247502,-1.677694797247502,-1.9489642577950421,-0.5555300408120668,-0.002174048921535857,-0.6997953388349704,-0.6997953388349704,-0.631053681538799,5551913,6074919,2126.531698069498,1995.619615830116,367977,2782.0497232838516,3044.1267222526385,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Fort Lauderdale-West Palm Beach,FL,0.31448448,0.40740648,0.3670482,0.46962363,FL,337725.53227917146,-80.191803,25.7749
"Michigan City, IN",-1.1806568596708886,-1.5096304008328996,-1.6073838770808055,-1.6073838770808055,-0.3967334251319036,-0.42672701740991703,-0.2602811035918792,-0.5946911341667916,-0.5946911341667916,-0.0040900353106381815,75185,73349,625.8323467181467,619.039167953668,1921,121.4543503742032,118.48846373076316,33140,"Michigan City-La Porte, IN",Michigan City-La Porte,IN,0.22117449,0.25546363,0.2581183,0.30922475,IN,152837.49847099636,-86.902883,41.719566
"Midland, TX",-4.334625873529913,-6.732477788746298,-5.827509800579512,-5.827509800579512,-4.3117223453212885,-1.6426623487301857,-1.865745310957552,-2.222920572694733,-2.222920572694733,-1.6836756434293505,147323,187744,1130.6813725868726,1127.4249498069498,10130,130.67211260955887,166.52460993713825,33260,"Midland, TX",Midland,TX,0.23858714,0.3602795,0.31079128,0.45006192,TX,273760.36358935223,-102.077,31.9984
"Milwaukee, WI",-3.154866980273041,-4.167521421470389,-3.822401488479732,-3.822401488479732,-2.6075350999168316,-1.0545589622719038,-1.0525319152293635,-1.2657600352396259,-1.2657600352396259,-0.9009773079160954,1504855,1521015,1368.3913038610035,1322.244091891892,63371,1138.1068058673077,1150.328452459714,33340,"Milwaukee-Waukesha-West Allis, WI",Milwaukee-Waukesha-West Allis,WI,0.32395992,0.42956898,0.36482447,0.46419871,WI,247289.0295729712,-87.907097,43.036098
"Minneapolis, MN",-3.301417098844152,-5.709845989548648,-4.022950160069561,-4.022950160069561,-2.1731816847286143,-1.0509196462634562,-1.573102467647006,-1.279823909394035,-1.279823909394035,-0.7201862340740507,3310896,3549082,6850.294151737452,6495.090534362935,166677,509.75363353033634,546.4253317522246,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis-St. Paul-Bloomington,MN-WI,0.36763227,0.47622299,0.41136688,0.51238036,MN,297418.505056655,-93.267601,44.977901
"Missoula, MT",-2.1632251720747298,-4.411578814309189,-2.6570256853011007,-2.6570256853011007,-1.6436034566835345,-1.669184833441255,-1.8455315383643027,-2.0344389284600815,-2.0344389284600815,-1.4053768856272635,116409,125091,3319.222967953668,3294.3074084942086,7911,35.336410833987486,37.971866158409824,33540,"Missoula, MT",Missoula,MT,0.28191999,0.33771703,0.35088956,0.39807907,MT,324975.2952290432,-113.995563,46.872665
"Mobile, AL",-1.6486241801423496,-1.9062863795110594,-2.0326209440522396,-2.0326209440522396,-1.7605871192056168,-0.6941702221922584,-0.2764842840512224,-0.8944996099355671,-0.8944996099355671,-0.7124695412649645,413910,415316,1319.3172629343628,1256.1736776061775,13744,329.50061554288095,330.6198875233919,33660,"Mobile, AL",Mobile,AL,0.24979036,0.33998099,0.30248636,0.39268759,AL,128768.45976514288,-88.042503,30.691999
"Modesto, CA",-2.5506816774442425,-2.6400468041538687,-3.318667708893784,-3.318667708893784,-2.6095607418762117,-0.8590252469367659,-0.7459412022817025,-1.1719573228298497,-1.1719573228298497,-0.863897997096653,466579,492535,1270.4184737451735,1244.8596208494207,13674,374.8045098302998,395.65505359063894,33700,"Modesto, CA",Modesto,CA,0.24801552,0.28783533,0.30633941,0.3433843,CA,323881.9977915644,-120.996,37.640301
"Monroe, LA",-2.420229496106375,-2.7513630024090276,-3.467874883408169,-3.467874883408169,-2.440294136786621,-1.0422767402008632,-0.6339546088500064,-1.4397735407041061,-1.4397735407041061,-1.0091971974577558,183690,184404,2047.6390073359073,1985.2482733590737,7887,92.527469971901,92.88712272142432,33740,"Monroe, LA",Monroe,LA,0.23971331,0.29752299,0.30708012,0.36061755,LA,127069.48051889372,-92.113297,32.505299
"Monroe, MI",-1.1072481563711387,-3.1695721077654517,-1.421004161996616,-1.421004161996616,-0.3398131027934636,-0.2662821162646259,-0.8240887480190174,-0.3531629032603496,-0.3531629032603496,0.00856671687714614,141666,140077,465.14364594594593,448.2727861003861,3155,316.0263223480074,312.4816057172634,33780,"Monroe, MI",Monroe,MI,0.26368517,0.34763196,0.31968281,0.39080977,MI,182174.58900357017,-83.396405,41.914251
"Montgomery, AL",-2.587743414429419,-3.609394313967861,-3.4462515970855345,-3.4462515970855345,-2.590399689747043,-1.1257294796091026,-1.0877626699629173,-1.5518226033091875,-1.5518226033091875,-1.1578704109523543,377768,376467,2911.8731984555984,2849.9802397683397,12135,132.55109447029247,132.0946000771574,33860,"Montgomery, AL",Montgomery,AL,0.28549942,0.3871859,0.33606979,0.43529585,AL,140401.71368309268,-86.309601,32.378502
"Morgantown, WV",-5.046185048830494,-4.935183079372299,-5.874723514325816,-5.874723514325816,-4.736080186356856,-2.5690203772697546,-2.1605640209233568,-2.8979372882725984,-2.8979372882725984,-2.46393744993864,126390,136083,976.4141586872588,967.9202158301158,4397,130.5789443519416,140.5931994955714,34060,"Morgantown, WV",Morgantown,WV,0.22701259,0.32971185,0.29491743,0.39385688,WV,180550.76166043532,-79.954208,39.630365
"Morristown, TN",0.43509151382924544,1.2797074954296161,0.166303042496872,0.166303042496872,0.5702716806981584,-0.030808503146868532,-0.6529119874640898,-0.18434802291146637,-0.18434802291146637,-0.01383238916798179,151254,159047,796.1127656370656,718.1837799227799,3829,210.6062601640252,221.45724318238007,34100,"Morristown, TN",Morristown,TN,0.19524617,0.2218056,0.23747069,0.25743532,TN,169312.530429344,-83.292875,36.214742
"Mount Vernon, WA",-0.797653569084277,-4.274465691788527,-0.9646622851112976,-0.9646622851112976,0.04154445672313943,-1.249657258232034,-1.221275911939579,-1.272589798343207,-1.272589798343207,-1.0344569724061718,112843,120353,1251.9349718146718,1216.2660818532818,6223,92.77821825636693,98.95285398127068,34580,"Mount Vernon-Anacortes, WA",Mount Vernon-Anacortes,WA,0.24356662,0.27726901,0.28708127,0.30309933,WA,376954.6104016287,-122.338802,48.416533
"Muncie, IN",-4.337321580236327,-1.053740779768177,-5.552761125724605,-5.552761125724605,-3.5721059098067998,-2.322033758544771,-0.2897787144362487,-3.2376538883345836,-3.2376538883345836,-1.9658126705861982,124647,121273,479.8199030888031,475.9784034749035,3796,261.8753268845992,254.78676997662197,34620,"Muncie, IN",Muncie,IN,0.27243227,0.34971789,0.32223454,0.39662257,IN,94087.4506195418,-85.385902,40.1926
"Muskegon, MI",-2.769815896814023,-4.174994448145681,-3.846599051923713,-3.846599051923713,-1.4655219931650314,-1.0652078050931542,0.4885631801021541,-1.5846516370852166,-1.5846516370852166,-0.565676331165252,144546,145136,306.790561003861,256.345872972973,4503,563.8709854136788,566.1725633293186,34740,"Muskegon, MI",Muskegon,MI,0.20719473,0.26593983,0.23267305,0.28115052,MI,144096.7955069037,-86.254601,43.239399
"Myrtle Beach, SC",7.954419448050041,4.575079872204473,10.454892343015178,10.454892343015178,4.928870074554338,1.9802884333152873,0.8626198083067093,2.6838583011003774,2.6838583011003774,0.8994788371349739,249828,306622,1006.566306949807,995.9084057915056,15650,250.8543943872502,307.8817270914687,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach-Conway-North Myrtle Beach,SC-NC,0.18870682,0.24616851,0.23949762,0.29040796,SC,229783.06617287645,-78.88278,33.695092
"Napa, CA",-2.174495081776381,-2.1434766447775986,-2.574471800244456,-2.574471800244456,-2.50160060531983,-0.6652697747511785,-0.9912030727295253,-0.7927361620394622,-0.7927361620394622,-0.7304580641406205,166926,171810,843.7646247104248,803.41908996139,8071,207.76952164283523,213.84854075132407,34900,"Napa, CA",Napa,CA,0.2240888,0.31304055,0.26811585,0.36613354,CA,710396.7664771916,-122.288,38.297699
"Naples, FL",9.105280801736154,18.608527340179577,10.025054254812355,10.025054254812355,-2.124318506625263,2.053390264128306,4.516371847948815,2.1900594597455756,2.1900594597455756,-1.151084214055084,247311,283385,678.2641366795367,562.3791571428571,18599,439.75847408081904,503.9038100909094,34940,"Naples-Immokalee-Marco Island, FL",Naples-Immokalee-Marco Island,FL,0.2173913,0.28339964,0.2681154,0.3334007,FL,400995.43077637383,-81.795354,26.139248
"Nashville, TN",-0.8882674718484717,-0.7594662037539329,-1.3361282041580858,-1.3361282041580858,-0.8080241102784349,-0.17336180156228911,0.40821308451773897,-0.30135024561470874,-0.30135024561470874,-0.1548397589198035,1563416,1770863,5816.075346332046,5743.691495752896,73736,272.197070674156,308.31443529121356,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville-Davidson--Murfreesboro--Franklin,TN,0.30752152,0.40069273,0.36409286,0.45780593,TN,289489.3877058267,-86.784476,36.16775
"New Haven, CT",-0.8920266119672235,-4.0163984957770795,-0.8890019792140516,-0.8890019792140516,-1.0120517212200792,-0.47325900578401,-1.051106590222551,-0.5056297777495053,-0.5056297777495053,-0.4647372230270573,838178,833159,621.0014416988417,594.7465822393823,32442,1409.3027602513198,1400.86387190815,75700,"New Haven, CT",New Haven,CT,0.30614942,0.37781811,0.37195748,0.44189078,CT,245893.4098247619,-72.925003,41.305099
"New Orleans, LA",-2.8742255975778854,-4.45225660929467,-3.3303904981193844,-3.3303904981193844,-2.8009515449884876,-0.5954364852200977,-1.349291824998476,-0.7023114401658842,-0.7023114401658842,-0.6207092487289411,1109797,1179135,2287.6630814671817,1646.2201602316602,49211,674.148590091271,716.2681082912198,35380,"New Orleans-Metairie, LA",New Orleans-Metairie,LA,0.27050275,0.35226095,0.32029042,0.40050876,LA,222052.6974251069,-90.070801,29.952499
"New York, NY",-3.4819548149679775,-4.018622479630442,-3.9267357616175578,-3.9267357616175578,-2.7674562429617864,-0.702375803947947,-0.6232239825966168,-0.7895604348432765,-0.7895604348432765,-0.7047703609492127,18929284,19335518,7054.35877027027,6593.158934749034,1023709,2871.0492477640437,2932.6637187665488,35620,"New York-Newark-Jersey City, NY-NJ-PA",New York-Newark-Jersey City,NY-NJ-PA,0.35236636,0.4659619,0.41956478,0.53913975,NY,490789.05649927666,-73.980797,40.756699
"Niles, MI",-2.090207178387794,-1.5900621118012424,-2.845395012310114,-2.845395012310114,-1.2728825765823102,-1.4386922806371112,-0.5714285714285714,-1.778015978026027,-1.778015978026027,-1.0559900849146666,121027,119414,517.0300922779923,496.5470718146718,4025,243.73721419340356,240.48878098020353,35660,"Niles-Benton Harbor, MI",Niles-Benton Harbor,MI,0.25128433,0.32533857,0.2792564,0.34913474,MI,168310.81733406492,-86.253824,41.82984
"Norwich, CT",-1.0040913396618094,-3.6387341472087233,-1.4806215611584739,-1.4806215611584739,-1.6107382550335572,-0.9472559808130279,-0.5807751570463435,-1.2532801257633472,-1.2532801257633472,-1.0383537900316424,254276,248085,630.6412938223938,592.3155799227799,8437,429.291426089366,418.83922761637103,76450,"Norwich-New London-Westerly, CT-RI",Norwich-New London-Westerly,CT-RI,0.27369434,0.34936818,0.32455757,0.39221317,CT,249287.35115106788,-72.074997,41.524502
"Ocala, FL",5.732304150394418,11.597686471869602,6.214974941325743,6.214974941325743,3.8479012624675435,1.2575240758657542,2.7266581536843684,1.253687003152049,1.253687003152049,0.7565859939783852,393904,424803,1835.192248262548,1735.4456034749037,13313,226.9757111437439,244.78036024258665,36100,"Ocala, FL",Ocala,FL,0.20209664,0.26949722,0.24289994,0.31606284,FL,168657.24015483054,-82.1353,29.1819
"Ocean City, NJ",4.1762447636495175,-8.610026041666668,6.725866112790115,6.725866112790115,-0.9299991831876684,-0.3103886859823335,-2.897135416666667,-0.0710626728433235,-0.0710626728433235,-1.2928972333399456,89417,85699,206.288044015444,163.26906061776063,6144,547.6665307050409,524.8943043816199,36140,"Ocean City, NJ",Ocean City,NJ,0.19445275,0.22584306,0.25470829,0.28466079,NJ,399867.5751656847,-74.575798,39.278858
"Odessa, TX",-8.352003630072884,-6.320346320346321,-10.352443209211309,-10.352443209211309,-8.278976773205525,-2.401378293298545,-1.5584415584415585,-2.9348288477354583,-2.9348288477354583,-2.4077592807918093,126856,141044,614.4389768339768,612.091938996139,5775,207.24991119479552,230.4294355376075,36220,"Odessa, TX",Odessa,TX,0.20088267,0.26529139,0.26048112,0.3278093,TX,199028.2865313544,-102.373,31.848101
"Ogden, UT",-1.6603875222945208,-2.4504428511176717,-2.531951374130801,-2.531951374130801,-1.7108068070961449,-0.6639907767197575,-1.2399831294812316,-0.9509701195938867,-0.9509701195938867,-0.6283523897427139,547184,608894,1225.0707,1215.5811185328184,23710,450.14190468871374,500.90774751003255,36260,"Ogden-Clearfield, UT",Ogden-Clearfield,UT,0.33691397,0.43255445,0.35278675,0.4294838,UT,318019.7690278868,-111.973,41.2216
"Oklahoma City, OK",-1.8070402817348372,-2.476595607547413,-2.637627271437979,-2.637627271437979,-1.7740420327483046,-0.8100016990587776,-0.8733343001240715,-1.1565886269779642,-1.1565886269779642,-0.786271043404633,1292880,1424318,6463.845429343629,6385.498623166023,62061,202.47126752318857,223.05509468480668,36420,"Oklahoma City, OK",Oklahoma City,OK,0.32024133,0.40652001,0.37340865,0.46068013,OK,160532.13305798557,-97.522499,35.468201
"Olympia, WA",-0.680780971378487,-3.7209302325581395,-1.227823616526128,-1.227823616526128,-0.24140901260313719,0.20551878381237346,0.26046511627906976,0.17317979871248526,0.17317979871248526,0.38799226282225646,237814,264696,689.995327027027,639.6254424710424,10750,371.8019706678045,413.82969222957934,36500,"Olympia-Tumwater, WA",Olympia-Tumwater,WA,0.3852973,0.4797588,0.44053987,0.51748711,WA,332890.5142972619,-122.9,47.039902
"Omaha, NE",-3.1285802132967855,-2.8072818581293157,-4.010520964663328,-4.010520964663328,-2.869179605613028,-1.1770009495724794,-1.1274325172630257,-1.5024027061217051,-1.5024027061217051,-1.0701074370388686,873118,938317,5044.7497911196915,4986.314418918919,39825,175.10287692393462,188.17846633173932,36540,"Omaha-Council Bluffs, NE-IA",Omaha-Council Bluffs,NE-IA,0.34043512,0.42004812,0.38899702,0.4640663,NE,194148.48265348608,-95.933098,41.256699
"Orlando, FL",-0.9917457063951853,-0.45512682092254536,-1.2475102131350653,-1.2475102131350653,-1.4700924029170326,-0.6396440044960866,-0.2873610949620451,-0.7762468362858632,-0.7762468362858632,-0.7839818213683921,2107196,2470593,3321.8703559845562,2910.519832046332,120406,723.9930052352435,848.8493954919978,36740,"Orlando-Kissimmee-Sanford, FL",Orlando-Kissimmee-Sanford,FL,0.30913433,0.40698722,0.3507984,0.44835913,FL,259458.35600652007,-81.378799,28.543501
"Oshkosh, WI",-3.6388002196309084,-3.3284241531664214,-4.6115976287307,-4.6115976287307,-2.6104436358221736,-2.0837017114459346,-1.2665684830633284,-2.533386689994695,-2.533386689994695,-1.626757745246759,105400,107453,428.21727027027026,414.17893667953666,3395,254.4793823775527,259.4361771785121,36780,"Oshkosh-Neenah, WI",Oshkosh-Neenah,WI,0.29386073,0.36823598,0.31724948,0.38627639,WI,185559.4634688515,-88.539803,44.017799
"Owensboro, KY",-1.891839753070542,-2.052401746724891,-2.5112211433348337,-2.5112211433348337,-1.5150151115683879,-0.8102372837759629,-2.096069868995633,-0.9127387306282554,-0.9127387306282554,-0.7369301009581377,75666,77755,863.0880667953668,844.7449467181467,2290,89.57259856239936,92.04553433800336,36980,"Owensboro, KY",Owensboro,KY,0.2110448,0.24201423,0.25425699,0.27409276,KY,130147.22449092365,-87.111504,37.774899
"Oxnard, CA",-0.5299696351040853,1.9832955426078471,-0.7944619158205294,-0.7944619158205294,-0.7721746240096931,-0.16906326881921682,0.2554461697425447,-0.2230329925799326,-0.2230329925799326,-0.23383186270043171,787571,812122,1275.8933432432432,1199.2984945945946,34841,656.6930614435792,677.1641952861169,37100,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard-Thousand Oaks-Ventura,CA,0.31395799,0.41939071,0.36002243,0.45664853,CA,631245.9807763752,-119.179,34.1973
"Palm Bay, FL",3.065400474478743,4.073432083202017,3.5215798562830662,3.5215798562830662,1.5671188291155536,0.6605623019428909,1.4851875196974471,0.7161298739644382,0.7161298739644382,0.21578139645067929,539382,582534,1035.0544007722008,867.9233806949807,25384,621.4626912897489,671.1813657255574,37340,"Palm Bay-Melbourne-Titusville, FL",Palm Bay-Melbourne-Titusville,FL,0.3318105,0.44749898,0.36454308,0.46937463,FL,226814.4588803283,-80.669969,27.997982
"Panama City, FL",5.132607211631533,1.998119417019276,6.809581546048274,6.809581546048274,2.397933711677382,0.2863052360235157,-1.5514809590973202,0.6300243512282597,0.6300243512282597,-0.6337432626570348,181048,196294,1010.8883617760616,852.365584942085,8508,212.40651100701297,230.29320219837055,37460,"Panama City, FL",Panama City,FL,0.27824324,0.34998384,0.31020617,0.37866318,FL,203447.3993814716,-85.646797,30.146799
"Parkersburg, WV",-1.2356206818537792,-0.6943141302308126,-1.5053688588781957,-1.5053688588781957,-0.9844358202374944,-0.8028633914017043,-0.9007318446237568,-0.9280497496852937,-0.9280497496852937,-0.6247715842049391,175148,172383,1822.8116250965252,1791.1493297297295,5329,97.78525837732828,96.24155682542182,37620,"Parkersburg-Vienna, WV",Parkersburg-Vienna,WV,0.24614441,0.36920315,0.30350935,0.4280656,WV,117772.1986617386,-81.561501,39.2677
"Pensacola, FL",1.4386791968998547,3.101288690834638,1.8187301137937188,1.8187301137937188,1.07782981612888,0.6435386625801859,0.5600385402866435,0.8881736179920035,0.8881736179920035,0.48803904312344987,448500,487461,1519.985154054054,1433.4132416988418,16606,312.8895331456895,340.0701108511281,37860,"Pensacola-Ferry Pass-Brent, FL",Pensacola-Ferry Pass-Brent,FL,0.29036233,0.35213703,0.33499542,0.39884046,FL,184991.0443203776,-87.215302,30.412201
"Peoria, IL",-3.9135952902904454,-1.904921046035592,-4.923470033853851,-4.923470033853851,-3.0378414581639,-2.071754406206821,-1.1279137772579164,-2.5966720228731592,-2.5966720228731592,-1.7039490531896633,362594,355351,2044.476618146718,2002.5770262548265,11969,181.06369704945385,177.44685739482856,37900,"Peoria, IL",Peoria,IL,0.32186326,0.40816802,0.35138768,0.4142206,IL,111065.86960705806,-89.589996,40.691299
"Philadelphia, PA",-1.4754873359814575,-2.09646408448766,-1.8352280491639636,-1.8352280491639636,-1.1974392543347625,-0.4804331118962179,-2.2183515312601982,-0.5133239840967139,-0.5133239840967139,-0.40653812044652266,5941166,6051831,4427.958762548263,4284.173959073359,254333,1386.770485222089,1412.6016025056497,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,0.34188336,0.43942869,0.40106103,0.49999312,PA,250920.47475361952,-75.160103,39.950001
