MetroShort,post_pct_change,pre_pct_change,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState,price_level,cbd_lon,cbd_lat
"Abilene, TX",26.27768726630042,2.9546458171718806,175821,181482,4120.11506023166,4100.407825868726,6262,42.87890557880056,44.25949995877559,10180,"Abilene, TX",Abilene,TX,0.27246296,0.30905688,0.32867125,0.3575404,TX,139796.16927634718,-99.733101,32.448601
"Akron, OH",25.79245969098871,4.76538548703191,900018,903486,1281.2687613899614,1255.736540926641,35583,716.725181331311,719.4869071288583,10420,"Akron, OH",Akron,OH,0.31823412,0.39422074,0.36687246,0.44169754,OH,149661.87569786998,-81.518898,41.0811
"Albany, GA",33.93187106585035,5.550987664100996,189181,183695,3117.818735907336,3079.036891891892,5273,61.44161523305396,59.65988926073891,10500,"Albany, GA",Albany,GA,0.27158603,0.31853243999999997,0.31485352,0.36687845,GA,98249.67819335844,-84.151604,31.5786
"Albany, NY",24.41884974659507,4.174249911760051,932389,941115,3459.153245559846,3395.5572884169883,36791,274.5908611763345,277.1606897078001,10580,"Albany-Schenectady-Troy, NY",Albany-Schenectady-Troy,NY,0.36932078,0.44743568,0.424283,0.49190852,NY,233281.7558281499,-73.750999,42.6525
"Albuquerque, NM",35.871026040271936,7.300193595495531,902666,928672,11753.961532818534,11738.836901930505,33175,76.89569312029138,79.11107444105266,10740,"Albuquerque, NM",Albuquerque,NM,0.3213281,0.41661993,0.35720241,0.44349107,NM,206967.55061959237,-106.65,35.085602
"Alexandria, LA",9.449865813307856,2.90058251832052,183492,182074,3301.73151003861,3210.5124343629345,5789,57.1534930175128,56.71181897668904,10780,"Alexandria, LA",Alexandria,LA,0.25201264,0.28886458,0.30110911,0.33358815000000003,LA,141860.6430449491,-92.444702,31.311001
"Allentown, PA",30.839544935355644,4.492674054061541,1003571,1016995,2144.4967822393824,2111.092347876448,35928,475.37996194694847,481.73875530504256,10900,"Allentown-Bethlehem-Easton, PA-NJ",Allentown-Bethlehem-Easton,PA-NJ,0.26702428,0.33526921,0.32324323,0.38200048,PA,215466.6217024752,-75.4729,40.602001
"Altoona, PA",7.211659858977922,6.290376023508264,143137,138425,727.0263648648648,725.4472216216217,5155,197.3086335351041,190.81332986646908,11020,"Altoona, PA",Altoona,PA,0.22866811,0.27055547,0.28467274,0.32292062,PA,140468.17640583983,-78.402199,40.516602
"Amarillo, TX",29.966208978382962,3.2964690885255643,259360,271383,4416.158123938224,4382.724571428572,10200,59.17780042368947,61.921071145828655,11100,"Amarillo, TX",Amarillo,TX,0.27327612,0.32389587,0.32019514,0.36323431,TX,143841.12023274563,-101.837,35.207401
"Ames, IA",21.160689596916356,2.2872052021332645,99628,109309,901.3906247104248,895.118032046332,3625,111.30152274135304,122.11685619840364,11180,"Ames, IA",Ames,IA,0.30733138,0.40163776,0.36483634,0.45461854,IA,204708.11784173956,-93.616971,42.026025
"Anchorage, AK",11.761217768243545,7.923441558918097,382192,400072,16546.50408030888,16210.489195752896,18984,23.57683320871854,24.67982274741084,11260,"Anchorage, AK",Anchorage,AK,0.31688967,0.39055315,0.37114996,0.44523495,AK,328810.7327666055,-149.894798,61.2165
"Ann Arbor, MI",17.775968031340014,3.881559804974735,518465,545756,1092.2275621621625,1062.044932046332,21119,488.1761443002506,513.8727972162587,11460,"Ann Arbor, MI",Ann Arbor,MI,0.39217666,0.47228894,0.4488267,0.4869498,MI,320773.9768899632,-83.745903,42.280201
"Anniston, AL",21.95783643535249,4.725231642095642,142430,139020,904.7189733590734,891.5877745173746,3727,159.74871355442127,155.9240760958762,11500,"Anniston-Oxford-Jacksonville, AL",Anniston-Oxford-Jacksonville,AL,0.20440839,0.24566156,0.24739432,0.283943,AL,120434.78155092684,-85.8302,33.657902
"Appleton, WI",28.786900429660072,6.114994318892268,417537,439183,1846.101988030888,1822.5607714285711,16526,229.09359542108623,240.97029129830153,11540,"Appleton, WI",Appleton,WI,0.29332155,0.35994455,0.32069758,0.38529652,WI,205926.8021925995,-88.409599,44.261902
"Asheville, NC",34.91097751701104,4.853761081346762,428985,458603,2103.551106949807,2094.9866706563707,22727,204.76741260869056,218.9049727253478,11700,"Asheville, NC",Asheville,NC,0.22882566,0.26964962,0.27794152,0.31634319,NC,275768.8205784874,-82.5532,35.5951
"Athens, GA",36.24368701659278,8.484713640173224,265878,291286,1585.5511046332049,1570.0734583011583,9763,169.34112133051644,185.52380365385935,12020,"Athens-Clarke County, GA",Athens-Clarke County,GA,0.27503628,0.33523348,0.34712631,0.40519637,GA,213989.93263191293,-83.3731,33.959499
"Atlanta, GA",39.52284337433217,5.477763449043653,5430554,6009615,10367.38131158301,10192.647372972971,268859,532.7913152769088,589.6029539818296,12060,"Atlanta-Sandy Springs-Roswell, GA",Atlanta-Sandy Springs-Roswell,GA,0.35666603,0.49576303,0.40385821,0.53915775,GA,238978.65581588383,-84.389099,33.756199
"Atlantic City, NJ",37.74813393250581,6.863754299481233,372075,361497,865.0731150579151,810.7232498069499,14237,458.9420620274537,445.8944529913013,12100,"Atlantic City-Hammonton, NJ",Atlantic City-Hammonton,NJ,0.23016249,0.30331406,0.31230041,0.36562926,NJ,223157.95658645328,-74.429901,39.361401
"Auburn, AL",25.638183787980346,5.176446801625309,174533,194248,728.228113899614,719.6475193050193,6055,242.52567446984415,269.92103048946785,12220,"Auburn-Opelika, AL",Auburn-Opelika,AL,0.22107916,0.28251991,0.28019658,0.33848035,AL,223115.9276985076,-85.480901,32.60824
"Augusta, GA",32.86278728234445,5.834517451650738,607613,642385,4687.245382239382,4594.418318532818,18440,132.25025626182753,139.8185701569158,12260,"Augusta-Richmond County, GA-SC",Augusta-Richmond County,GA-SC,0.26595157,0.33461559,0.30150679,0.35787222,GA,152113.27993910003,-81.965797,33.475899
"Austin, TX",41.426620576369416,5.25231186837169,1775659,2177584,5870.20088030888,5793.022355212355,99626,306.5168561627119,375.8977380849717,12420,"Austin-Round Rock, TX",Austin-Round Rock,TX,0.39755037,0.52127868,0.45512399,0.57666129,TX,313189.053620816,-97.746995,30.264924
